,Unnamed: 0,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,X,Y,datetime,day,hour,geometry,SDoT_pop,count_따릉이,학교_초,학교_중,학교_고,학교_대,따릉이_대여소수,pubs,speedbump,busstop,subway,bus,temp,humidity,dust
392,392,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,28세,기타불명,보행자,여,25세,경상,196577.96817825,442034.28077402,2021-11-11 21:00:00,3,21,POINT (952370.9999999537 1942192.9999999132),218.0,0,0,1,0,0,6,30,37,12,2,75,20.125,58.0,20.166666666666664
393,393,중상사고,0,1,0,0,차대차 - 측면충돌,직진우회전진행방해,-,기타,교차로 - 교차로안,개인형이동수단(PM),남,24세,중상,승용,남,73세,상해없음,195083.64307245,442175.40337485,2021-11-11 23:00:00,3,23,POINT (950877.9999999558 1942341.9999999097),202.0,0,1,0,0,0,0,30,30,4,2,90,20.125,58.0,20.166666666666664
394,394,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),기타불명,미분류,기타불명,보행자,남,9세,부상신고,200169.90994037,452658.49249151,2021-11-12 08:00:00,4,8,POINT (956017.9999999654 1952793.9999999148),193.25,0,1,0,0,0,4,7,28,10,8,113,20.125,58.0,20.166666666666664
395,395,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,17세,상해없음,보행자,남,63세,경상,204585.41294211,464343.59796609,2021-11-13 18:00:00,5,18,POINT (960493.9999999704 1964450.9999999197),303.25,0,0,0,0,0,3,1,0,11,2,98,20.125,58.0,20.166666666666664
396,396,경상사고,0,0,2,0,차대차 - 정면충돌,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),남,29세,경상,승용,남,58세,경상,190936.22477828,440824.8752356,2021-11-13 22:00:00,5,22,POINT (946724.9999999534 1941013.999999914),269.25,0,1,0,0,0,0,24,35,5,1,103,20.125,58.0,20.166666666666664
397,397,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,25세,기타불명,보행자,남,32세,경상,193369.55517314,449786.21872493,2021-11-14 01:00:00,6,1,POINT (949204.9999999641 1949958.9999999104),5.5,0,0,0,0,1,3,21,0,9,2,135,20.125,58.0,20.166666666666664
398,398,부상신고사고,0,0,0,1,차량단독 - 기타,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,31세,부상신고,,,,,203619.6064501,444691.70348039,2021-11-14 03:00:00,6,3,POINT (959423.9999999555 1944811.9999999139),4.5,0,0,0,0,0,1,51,58,7,5,73,20.125,58.0,20.166666666666664
399,399,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,23세,상해없음,보행자,여,65세,경상,193322.21221661,446836.83792805,2021-11-14 10:00:00,6,10,POINT (949141.9999999624 1947010.9999999162),146.0,0,0,1,0,0,5,25,16,6,7,88,20.125,58.0,20.166666666666664
400,400,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,44세,상해없음,보행자,여,74세,부상신고,194762.52287208,449140.37592923,2021-11-15 08:00:00,0,8,POINT (950593.9999999608 1949305.9999999192),128.0,0,0,0,0,0,1,27,0,6,5,101,5.6,100.0,129.0
401,401,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,19세,상해없음,보행자,여,30세,경상,205206.5838339,449330.9673316,2021-11-16 08:00:00,1,8,POINT (961034.9999999623 1949440.9999999227),252.5,0,0,0,0,0,3,40,0,11,2,92,3.4,100.0,31.0
402,402,중상사고,0,1,0,0,차대차 - 측면충돌,기타,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,28세,중상,승용,남,27세,상해없음,202508.58897621,446683.58561723,2021-11-18 00:00:00,3,0,POINT (958323.9999999646 1946808.999999923),13.0,0,0,0,0,0,1,46,94,7,3,55,8.7,81.0,21.0
403,403,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,33세,부상신고,,,,,198159.57443056,442788.96854022,2021-11-18 22:00:00,3,22,POINT (953955.9999999602 1942938.9999999127),209.5,0,1,0,0,0,1,12,0,11,5,96,14.7,76.0,42.0
404,404,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,30세,부상신고,승용,남,45세,상해없음,190487.44864182,447718.11106187,2021-11-19 11:00:00,4,11,POINT (946312.9999999609 1947906.9999999083),163.0,0,0,0,0,0,3,0,29,5,3,85,15.5,99.0,62.0
405,405,경상사고,0,0,1,0,차대사람 - 기타,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),기타불명,미분류,기타불명,보행자,남,27세,경상,205588.97437718,449285.9821827,2021-11-19 23:00:00,4,23,POINT (961416.9999999581 1949393.999999923),155.0,0,1,0,0,0,2,10,0,6,3,103,10.0,100.0,157.0
406,406,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),남,39세,경상,화물,남,38세,상해없음,200428.41548919,450137.8830456,2021-11-20 04:00:00,5,4,POINT (956262.9999999604 1950272.9999999194),187.5,0,0,2,4,0,1,1,13,2,4,42,7.3,100.0,132.0
407,407,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,29세,상해없음,자전거,남,51세,중상,208581.48602204,445273.28654242,2021-11-20 15:00:00,5,15,POINT (964386.9999999644 1945366.9999999213),64.5,0,0,0,0,0,2,13,7,2,5,65,15.8,82.0,157.0
408,408,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,기타,기타 - 기타,개인형이동수단(PM),남,34세,경상,승용,남,21세,기타불명,207747.37644384,444854.68956831,2021-11-21 01:00:00,6,1,POINT (963550.9999999593 1944952.9999999255),9.5,0,0,0,0,0,3,12,20,2,3,42,9.0,100.0,159.0
409,409,경상사고,0,0,1,0,차대차 - 기타,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,25세,경상,화물,남,52세,기타불명,192937.2955213,451308.50286476,2021-11-22 02:00:00,0,2,POINT (948780.9999999633 1951482.9999999143),0.5,0,0,0,0,0,0,24,0,7,5,122,20.125,58.0,20.166666666666664
410,410,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,28세,부상신고,,,,,197495.50602655,442188.21054896,2021-11-23 00:00:00,1,0,POINT (953288.9999999601 1942341.9999999132),198.0,0,0,1,0,0,0,3,0,0,4,80,1.8,60.0,15.0
411,411,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,22세,부상신고,승용,여,37세,상해없음,194259.461758,450996.41432413,2021-11-24 11:00:00,2,11,POINT (950100.9999999582 1951163.9999999115),41.5,0,2,1,0,0,5,196,7,21,7,113,5.2,52.0,14.0
412,412,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,17세,상해없음,자전거,여,66세,중상,183812.05451349,452210.31027411,2021-11-25 19:00:00,3,19,POINT (939663.9999999588 1952432.9999999043),42.5,0,1,0,25,0,6,0,40,8,6,97,7.3,37.0,16.0
413,413,경상사고,0,0,1,0,차대차 - 측면충돌,불법유턴,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,25세,상해없음,승용,남,55세,경상,191474.65322548,453016.37499728,2021-11-26 01:00:00,4,1,POINT (947327.9999999674 1953197.9999999148),3.0,0,0,2,4,0,2,0,36,12,7,76,2.8,46.0,11.0
414,414,경상사고,0,0,2,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,42세,부상신고,이륜,남,55세,경상,193491.19990325,455877.19869069,2021-11-27 11:00:00,5,11,POINT (949358.9999999625 1956046.9999999097),29.5,0,0,1,0,0,6,21,78,13,4,105,3.9,52.0,30.0
415,415,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,기타,교차로 - 교차로부근,개인형이동수단(PM),여,27세,경상,화물,남,45세,상해없음,207559.8065766,445701.03050436,2021-11-29 09:00:00,0,9,POINT (963367.9999999595 1945799.999999923),21.0,0,2,0,5,0,2,133,2,7,3,41,4.566666666666666,89.66666666666667,56.66666666666666
416,416,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,31세,상해없음,보행자,여,29세,경상,195859.05060507,442531.65660132,2021-11-29 18:00:00,0,18,POINT (951654.9999999579 1942693.9999999104),144.5,0,0,1,0,0,2,36,15,11,2,98,13.133333333333333,54.66666666666666,37.333333333333336
417,417,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,25세,상해없음,보행자,남,23세,경상,194837.89106043,446065.5944022,2021-12-01 19:00:00,2,19,POINT (950652.9999999553 1946231.9999999097),117.0,0,0,0,0,0,3,2,0,11,2,83,-0.3333333333333333,45.66666666666666,4.0
418,418,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,26세,경상,승용,여,55세,상해없음,208370.03605409,457376.99561997,2021-12-02 08:00:00,3,8,POINT (964239.9999999654 1957466.999999921),365.5,0,0,0,0,0,2,2,0,9,3,71,-5.2,75.66666666666667,17.333333333333332
419,419,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),여,22세,상해없음,보행자,여,36세,경상,198452.82495736,442951.58846089,2021-12-02 18:00:00,3,18,POINT (954249.999999956 1943099.9999999125),67.0,0,0,1,4,0,5,65,0,12,3,109,6.666666666666667,65.66666666666667,15.666666666666666
420,420,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,41세,상해없음,보행자,여,27세,경상,193298.41851508,450371.06443169,2021-12-05 12:00:00,6,12,POINT (949136.9999999609 1950543.9999999127),42.0,0,0,0,0,0,0,37,0,16,7,153,5.866666666666667,45.333333333333336,25.666666666666668
421,421,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),여,50세,상해없음,이륜,남,29세,경상,202183.61894948,460750.38071613,2021-12-05 17:00:00,6,17,POINT (958073.9999999681 1960871.9999999276),324.0,0,0,0,0,0,1,5,0,10,3,113,9.466666666666669,34.0,20.33333333333333
422,422,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,34세,경상,승용,남,51세,상해없음,194961.84579572,444388.60795822,2021-12-07 17:00:00,1,17,POINT (950767.9999999612 1944554.999999909),104.25,0,0,0,0,0,0,7,0,16,2,145,12.966666666666669,45.333333333333336,58.66666666666666
423,423,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,51세,중상,승용,남,44세,상해없음,209651.81261012,445857.20520622,2021-12-10 01:00:00,4,1,POINT (965459.9999999589 1945944.9999999246),0.5,0,0,0,0,0,2,65,10,3,7,75,6.666666666666667,100.0,38.66666666666666
424,424,부상신고사고,0,0,0,1,차대차 - 기타,직진우회전진행방해,-,흐림,교차로 - 교차로안,개인형이동수단(PM),남,34세,부상신고,승용,여,69세,상해없음,204468.90734639,452600.33740349,2021-12-10 12:00:00,4,12,POINT (960314.9999999691 1952712.9999999222),16.0,0,0,1,0,0,2,11,0,5,4,83,8.166666666666666,92.33333333333331,24.33333333333333
425,425,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,27세,경상,승용,남,32세,상해없음,203555.34832831,445488.67617275,2021-12-12 02:00:00,6,2,POINT (959363.9999999563 1945608.9999999164),2.25,0,0,0,0,0,1,24,114,5,9,63,8.0,67.0,73.0
426,426,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,14세,상해없음,보행자,여,39세,경상,194819.69890122,445159.14930147,2021-12-12 15:00:00,6,15,POINT (950629.99999996 1945325.999999915),139.5,0,0,0,0,0,1,5,0,16,4,125,5.1000000000000005,33.666666666666664,7.666666666666667
427,427,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),여,29세,상해없음,보행자,여,58세,경상,197045.40968214,447633.92803441,2021-12-13 14:00:00,0,14,POINT (952867.9999999655 1947787.9999999185),103.5,0,0,0,0,0,1,14,6,13,5,66,0.2666666666666666,28.33333333333333,9.0
428,428,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,19세,부상신고,이륜,남,25세,기타불명,200397.89864908,451549.27202243,2021-12-13 18:00:00,0,18,POINT (956239.9999999657 1951683.9999999227),17.5,0,0,0,0,0,4,18,14,12,12,96,-0.4333333333333333,37.333333333333336,15.0
429,429,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,24세,상해없음,보행자,남,29세,경상,193616.02510418,442750.83362909,2021-12-15 18:00:00,2,18,POINT (949413.9999999574 1942924.999999913),103.5,0,0,0,0,0,3,138,14,10,1,94,10.433333333333334,68.0,104.0
430,430,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,68세,부상신고,승용,남,74세,상해없음,213084.83331032,444418.85941208,2021-12-16 15:00:00,3,15,POINT (968883.9999999643 1944488.9999999232),22.0,0,0,0,0,0,2,15,69,5,2,48,11.1,48.66666666666666,71.66666666666667
431,431,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,23세,상해없음,자전거,남,42세,경상,206246.63733645,449774.67204679,2021-12-16 18:00:00,3,18,POINT (962076.9999999674 1949878.9999999283),33.0,0,0,0,0,0,6,47,11,9,3,69,7.7,70.0,56.0
432,432,경상사고,0,0,2,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,20세,상해없음,보행자,여,25세,경상,193261.20315821,450785.02501865,2021-12-18 00:00:00,5,0,POINT (949101.9999999665 1950957.9999999134),8.0,0,1,0,0,0,3,152,0,8,5,143,-8.933333333333334,39.0,10.333333333333334
433,433,경상사고,0,0,2,0,차대사람 - 기타,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,21세,상해없음,보행자,남,65세,경상,201512.84314573,459720.40310026,2021-12-19 20:00:00,6,20,POINT (957397.9999999672 1959845.9999999246),257.0,0,2,0,15,0,1,6,0,6,3,139,4.133333333333333,57.333333333333336,12.666666666666666
434,434,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),여,20세,경상,승용,남,18세,상해없음,209173.69114964,445467.50958809,2021-12-19 23:00:00,6,23,POINT (964979.9999999576 1945557.9999999248),4.5,0,0,0,0,0,4,23,2,5,6,67,-0.2666666666666666,100.0,15.333333333333334
435,435,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,32세,경상,승용,남,47세,상해없음,190635.75372085,448988.38175709,2021-12-20 15:00:00,0,15,POINT (946467.9999999618 1949175.9999999108),175.5,0,0,0,0,0,1,3,35,8,2,71,10.466666666666669,65.33333333333333,53.66666666666666
436,436,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,61세,상해없음,이륜,남,40세,경상,185238.83080614,443508.64474644,2021-12-20 19:00:00,0,19,POINT (941043.9999999512 1943726.9999999078),180.5,0,0,0,0,0,0,2,13,6,3,109,8.033333333333333,87.66666666666667,51.0
437,437,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,17세,부상신고,이륜,남,19세,상해없음,196018.560354,443954.05196184,2021-12-21 15:00:00,1,15,POINT (951821.9999999625 1944114.999999916),167.5,0,1,0,0,0,1,24,0,7,1,74,9.733333333333333,50.333333333333336,43.0
438,438,중상사고,0,1,0,0,차량단독 - 기타,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,24세,중상,,,,,184573.94994208,452283.39015167,2021-12-22 16:00:00,2,16,POINT (940425.9999999605 1952501.9999999092),58.0,0,0,1,0,0,3,17,47,10,3,69,7.399999999999999,28.0,22.666666666666668
439,439,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,18세,경상,승용,남,40세,상해없음,204097.21173797,443859.91173913,2021-12-23 11:00:00,3,11,POINT (959896.9999999591 1943977.999999921),20.0,0,0,1,0,0,2,6,71,8,4,73,2.2333333333333334,78.0,34.333333333333336
440,440,중상사고,0,1,0,0,차대차 - 기타,불법유턴,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,47세,중상,승합,남,59세,상해없음,197999.79775891,452332.8224699,2021-12-28 22:00:00,1,22,POINT (953846.9999999668 1952479.9999999176),83.5,0,1,0,0,0,9,37,8,22,7,163,20.125,58.0,20.166666666666664
441,441,부상신고사고,0,0,0,1,차대차 - 측면충돌,불법유턴,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,24세,부상신고,승용,남,31세,상해없음,207293.73121796,455099.3581697,2021-12-29 09:00:00,2,9,POINT (963151.9999999686 1955195.999999926),113.5,0,2,0,0,0,5,6,0,4,6,107,20.125,58.0,20.166666666666664
442,442,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,36세,경상,승용,남,44세,상해없음,204325.47183565,446840.30029671,2021-12-29 09:00:00,2,9,POINT (960140.9999999602 1946955.9999999166),17.0,0,0,0,0,0,3,13,140,5,4,57,20.125,58.0,20.166666666666664
443,443,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,62세,중상,승용,남,67세,상해없음,184868.76443644,448577.57359732,2021-12-30 11:00:00,3,11,POINT (940700.9999999588 1948795.999999901),179.5,0,0,0,0,0,6,18,0,11,0,63,20.125,58.0,20.166666666666664
444,444,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,26세,상해없음,보행자,여,29세,경상,196429.26180959,442156.53866882,2021-12-30 14:00:00,3,14,POINT (952222.9999999598 1942315.9999999118),224.0,0,0,1,0,0,6,30,37,12,2,75,20.125,58.0,20.166666666666664
